Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
58,Male,Finance Analyst,7.5,5,9.5,9.3,1.5,0.0,25.8,10.0,Remote,Low
22,Female,Software Engineer,9.9,4,8.4,7.1,3.2,3.1,0.4,6.8,Onsite,Medium
50,Female,Operations Manager,6.3,5,7.8,10.0,1.0,0.0,9.1,9.4,Onsite,Low
38,Male,Designer,6.4,3,9.5,8.2,1.0,0.0,9.9,9.3,Onsite,Low
28,Female,Sales Executive,9.7,6,6.5,9.0,5.3,6.5,2.1,8.7,Onsite,Medium
29,Female,Designer,6.8,2,9.3,7.1,1.0,0.0,6.8,8.1,Hybrid,Low
35,Other,Product Manager,8.0,2,8.3,7.8,1.0,1.1,9.7,9.9,Onsite,Low
51,Female,Marketing Executive,9.4,2,7.1,7.7,2.2,4.5,26.7,9.8,Onsite,Medium
36,Female,Designer,10.4,3,7.2,6.2,1.0,4.6,5.6,9.5,Remote,Medium
52,Male,Operations Manager,11.9,2,7.7,3.3,1.8,7.9,13.1,6.6,Remote,High
56,Other,Marketing Executive,6.4,4,7.4,9.1,1.0,0.0,15.4,9.8,Onsite,Low
57,Male,Finance Analyst,8.3,6,8.9,10.0,1.0,0.0,27.0,9.4,Onsite,Low
24,Female,Data Analyst,7.9,1,7.2,9.3,1.0,0.0,2.4,7.6,Onsite,Low
35,Female,Marketing Executive,11.7,1,7.1,4.7,3.0,8.1,8.7,9.3,Remote,Medium
29,Male,Software Engineer,6.4,5,6.8,10.0,1.8,0.0,5.8,10.0,Hybrid,Low
39,Male,Finance Analyst,10.4,5,7.4,7.7,3.4,7.0,11.2,8.9,Onsite,Medium
26,Female,Sales Executive,8.2,6,6.5,6.5,2.6,4.2,4.2,7.4,Hybrid,Low
40,Female,Data Analyst,8.8,1,7.4,7.6,1.0,4.0,12.9,9.4,Onsite,Low
26,Male,Sales Executive,10.3,3,7.5,5.2,3.8,6.6,1.7,9.2,Hybrid,Medium
29,Male,Sales Executive,7.1,2,6.7,10.0,1.0,0.0,6.3,10.0,Hybrid,Medium
30,Female,Software Engineer,9.7,5,6.5,9.7,2.7,3.6,3.9,9.5,Hybrid,Medium
43,Male,HR Specialist,10.4,2,6.3,6.1,3.2,3.5,11.0,8.7,Remote,Medium
33,Female,Software Engineer,8.4,5,8.2,9.1,1.0,0.7,7.9,10.0,Onsite,Medium
37,Male,Operations Manager,7.0,1,9.5,10.0,1.0,0.0,10.6,10.0,Hybrid,Low
27,Female,Operations Manager,8.8,1,7.5,6.3,1.0,3.2,5.1,8.2,Onsite,Low
56,Female,Marketing Executive,6.1,5,7.3,10.0,2.2,0.0,15.1,10.0,Remote,Medium
27,Female,Operations Manager,5.5,3,8.1,10.0,1.0,0.0,3.1,10.0,Onsite,Low
38,Male,HR Specialist,7.9,1,8.7,9.6,1.0,0.0,11.1,10.0,Onsite,Low
21,Female,Operations Manager,8.8,2,7.9,6.7,1.7,4.1,0.0,8.3,Onsite,Medium
51,Other,Product Manager,6.3,1,6.7,10.0,1.0,0.0,7.4,10.0,Remote,Low
34,Male,Finance Analyst,7.2,4,7.0,9.3,3.6,0.0,10.2,8.8,Remote,Low
39,Female,HR Specialist,8.8,2,8.2,7.5,1.0,0.2,12.7,8.7,Hybrid,Low
27,Female,Product Manager,6.1,1,9.1,10.0,1.0,0.0,2.2,9.1,Onsite,Low
36,Other,Software Engineer,10.7,3,7.2,5.5,2.9,5.8,13.2,7.6,Remote,Medium
54,Male,Operations Manager,9.6,4,9.5,8.4,1.0,2.6,17.6,8.7,Onsite,Medium
55,Male,Software Engineer,6.8,3,8.1,10.0,1.0,0.0,29.2,9.5,Remote,Low
33,Female,Data Analyst,11.6,5,6.7,2.5,3.2,8.9,3.9,7.8,Hybrid,High
56,Male,Data Analyst,7.7,2,7.3,8.2,1.8,0.0,21.1,9.4,Onsite,Low
49,Female,HR Specialist,14.0,3,4.4,1.8,8.0,16.4,17.9,5.4,Onsite,High
49,Male,Sales Executive,9.5,2,7.4,8.2,1.0,3.1,13.5,8.1,Onsite,Medium
45,Other,Operations Manager,10.1,3,5.7,5.7,4.2,5.6,11.4,9.2,Hybrid,High
57,Male,HR Specialist,9.9,4,7.0,8.6,1.0,0.5,18.8,9.3,Hybrid,Medium
21,Male,Sales Executive,6.0,1,7.7,8.7,1.0,0.0,0.0,10.0,Remote,Medium
29,Female,Operations Manager,10.4,3,6.9,8.2,4.4,6.7,4.1,8.4,Onsite,Medium
27,Male,Operations Manager,8.0,2,7.5,10.0,1.0,0.0,1.4,10.0,Hybrid,Low
27,Female,Operations Manager,7.2,2,6.4,10.0,1.0,0.0,5.1,9.4,Hybrid,Low
59,Female,Sales Executive,5.5,2,7.2,8.7,3.1,0.0,22.8,10.0,Remote,Medium
30,Male,Customer Support,10.8,2,4.8,4.7,6.1,9.5,5.2,6.4,Onsite,High
58,Female,Product Manager,7.8,4,9.5,10.0,1.0,0.0,22.4,10.0,Remote,Low
23,Female,Marketing Executive,9.4,3,7.2,9.0,1.0,0.6,1.6,8.1,Onsite,Low
28,Female,HR Specialist,8.4,3,8.7,9.0,1.0,1.2,5.7,10.0,Remote,Low
47,Female,Sales Executive,7.6,2,9.3,9.2,1.0,0.0,20.8,9.5,Onsite,Low
36,Male,Customer Support,9.7,3,9.0,7.1,1.0,3.4,10.7,9.7,Remote,Medium
51,Male,Customer Support,10.2,5,7.3,4.5,2.0,8.1,16.5,8.8,Onsite,High
38,Male,Designer,7.0,2,8.6,10.0,1.0,0.0,10.3,10.0,Hybrid,Low
57,Female,Marketing Executive,9.3,2,5.5,8.8,1.5,4.1,15.0,10.0,Hybrid,Low
23,Female,Sales Executive,9.8,4,7.6,8.5,2.2,4.3,0.7,10.0,Hybrid,Low
31,Male,Sales Executive,10.5,3,6.0,7.1,2.2,6.9,2.2,8.5,Remote,High
42,Female,Operations Manager,9.1,1,6.7,8.1,1.8,1.9,8.1,7.7,Onsite,Medium
55,Female,Sales Executive,5.7,4,8.2,10.0,2.1,0.0,16.8,10.0,Hybrid,Low
46,Male,Sales Executive,10.0,1,8.4,8.1,2.4,4.5,17.2,9.5,Onsite,Medium
37,Female,Product Manager,9.3,2,6.3,6.6,1.0,4.0,6.7,9.5,Hybrid,Medium
46,Male,HR Specialist,11.3,2,5.8,8.0,3.6,7.3,5.6,8.1,Hybrid,High
21,Male,Software Engineer,7.9,4,5.7,8.9,1.0,1.1,0.0,10.0,Remote,Low
23,Female,Finance Analyst,10.0,2,5.3,4.9,2.6,6.9,1.5,8.2,Remote,High
31,Male,Software Engineer,6.5,4,9.5,10.0,1.0,0.0,7.4,9.3,Onsite,Low
51,Male,Designer,7.7,2,9.5,10.0,1.0,0.0,15.0,9.9,Hybrid,Low
46,Female,Designer,8.3,1,7.9,10.0,1.0,0.0,14.5,9.1,Hybrid,Medium
42,Female,Product Manager,7.8,3,7.1,10.0,1.2,0.0,6.2,10.0,Hybrid,Low
38,Female,Product Manager,12.4,4,5.4,3.6,6.0,10.9,12.5,9.0,Hybrid,High
46,Male,Marketing Executive,5.8,6,8.2,8.6,1.0,0.0,6.8,9.3,Remote,Medium
36,Female,Operations Manager,10.4,3,5.9,8.5,3.4,4.0,4.3,7.9,Hybrid,Medium
50,Female,HR Specialist,7.1,2,8.4,10.0,1.0,0.0,8.9,10.0,Remote,Low
54,Female,Finance Analyst,6.0,6,8.6,9.6,1.0,0.1,20.9,10.0,Hybrid,Low
41,Male,Designer,8.9,6,8.0,8.5,3.0,5.2,6.2,9.9,Hybrid,Medium
52,Male,Software Engineer,9.1,1,8.4,6.3,1.0,4.8,24.7,9.1,Onsite,Low
29,Female,HR Specialist,6.0,5,9.5,7.8,1.0,0.0,1.9,9.7,Remote,Low
42,Female,Data Analyst,4.5,6,7.6,10.0,1.6,0.0,9.5,10.0,Remote,Medium
40,Female,Operations Manager,7.3,4,8.4,8.0,1.0,0.4,7.2,8.1,Remote,Low
28,Female,Finance Analyst,6.4,3,9.5,8.1,1.0,0.0,4.7,9.9,Onsite,Medium
51,Female,Software Engineer,8.4,1,7.4,9.3,1.8,0.0,14.2,8.0,Hybrid,Low
31,Female,Designer,5.3,1,8.4,8.9,1.0,0.0,3.5,10.0,Hybrid,Low
28,Female,Software Engineer,10.2,1,5.0,5.0,4.7,10.6,1.6,7.0,Remote,High
50,Female,HR Specialist,11.8,2,5.1,2.3,4.7,12.1,18.6,4.5,Onsite,High
37,Male,Customer Support,7.6,3,6.0,10.0,2.3,0.0,3.9,10.0,Onsite,Medium
49,Female,Marketing Executive,7.0,1,7.9,10.0,1.0,0.0,17.3,9.6,Onsite,Low
56,Male,Software Engineer,11.4,2,6.6,6.2,3.7,10.6,16.9,7.0,Remote,Medium
39,Female,Sales Executive,6.0,6,7.9,10.0,3.1,0.0,4.6,10.0,Onsite,Low
59,Female,Data Analyst,6.8,3,7.1,10.0,1.0,0.0,11.5,10.0,Remote,Low
43,Female,Data Analyst,8.3,4,8.5,7.6,3.3,0.9,15.9,8.5,Onsite,Medium
54,Other,Customer Support,6.9,3,9.5,10.0,1.0,0.0,23.5,10.0,Remote,Medium
24,Male,Operations Manager,9.4,5,5.7,9.7,5.0,4.3,1.7,8.3,Hybrid,Medium
59,Male,Product Manager,8.3,3,8.5,8.8,1.0,0.0,28.5,10.0,Onsite,Low
57,Female,Finance Analyst,9.0,1,7.1,5.9,1.0,4.7,32.3,8.9,Remote,High
37,Female,Data Analyst,8.5,1,9.3,9.0,1.0,1.7,9.8,9.6,Remote,Low
25,Male,Operations Manager,8.9,4,5.5,8.8,1.3,1.5,1.6,10.0,Hybrid,Medium
35,Female,Marketing Executive,9.1,8,7.4,8.8,2.7,2.8,4.7,9.4,Onsite,Low
55,Male,Data Analyst,9.3,1,8.1,8.6,1.0,3.4,7.6,8.6,Remote,Medium
38,Male,Data Analyst,9.4,1,7.4,8.9,1.0,2.3,3.6,10.0,Onsite,Medium
58,Other,Customer Support,8.6,1,7.9,9.8,1.0,0.0,32.6,9.8,Onsite,Low
59,Female,Data Analyst,11.2,3,6.1,6.3,4.2,7.4,22.1,8.8,Hybrid,Medium
39,Female,HR Specialist,9.8,4,7.1,7.1,1.7,4.9,3.7,9.9,Hybrid,Medium
39,Male,HR Specialist,10.0,1,9.5,8.4,1.0,1.6,15.5,10.0,Hybrid,Low
49,Other,Customer Support,5.7,1,9.5,10.0,1.0,0.0,19.6,9.3,Onsite,Low
45,Male,Data Analyst,8.1,5,8.6,10.0,1.0,0.0,8.3,10.0,Onsite,Low
59,Female,HR Specialist,7.7,3,9.5,8.6,1.0,0.2,22.9,10.0,Hybrid,Low
36,Male,Product Manager,5.5,5,9.1,10.0,1.8,0.0,8.3,10.0,Remote,Low
26,Female,Product Manager,9.8,4,4.5,6.1,6.0,5.5,1.9,6.8,Remote,High
59,Male,Finance Analyst,9.0,5,8.1,7.8,1.0,1.9,31.1,9.9,Remote,Low
24,Female,Marketing Executive,8.0,5,7.6,10.0,4.8,2.8,2.0,9.9,Hybrid,Medium
37,Female,HR Specialist,8.9,3,4.9,9.1,5.4,2.3,10.3,7.6,Hybrid,High
58,Female,Product Manager,7.1,4,8.0,10.0,1.7,0.0,7.8,10.0,Remote,Low
40,Female,HR Specialist,10.6,5,7.3,5.7,2.6,6.2,8.5,7.1,Hybrid,Medium
56,Male,Customer Support,9.3,4,6.0,6.0,3.3,3.2,27.9,8.4,Remote,High
35,Male,HR Specialist,9.6,2,6.6,6.6,1.0,4.4,9.3,8.3,Remote,Medium
25,Male,Data Analyst,4.7,5,9.0,9.9,1.0,0.0,3.2,10.0,Remote,Low
54,Male,Finance Analyst,8.8,4,7.6,9.8,1.0,2.7,19.0,10.0,Onsite,Low
55,Female,Software Engineer,8.0,1,8.9,9.9,1.0,0.4,7.3,10.0,Remote,Low
58,Female,Finance Analyst,8.2,4,8.9,9.4,1.0,0.0,23.5,8.7,Onsite,Low
36,Male,Software Engineer,7.9,5,8.6,10.0,3.1,1.8,11.5,9.5,Onsite,Medium
38,Male,Product Manager,8.6,3,7.6,8.8,1.5,2.0,13.8,8.9,Remote,Low
26,Female,Finance Analyst,7.5,1,8.7,7.8,1.0,0.0,2.0,10.0,Remote,Low
36,Male,Software Engineer,12.9,9,3.0,3.0,9.5,16.3,5.1,2.0,Onsite,High
22,Male,Software Engineer,7.4,3,7.6,10.0,1.1,0.0,0.7,9.5,Onsite,Low
48,Female,Product Manager,11.9,1,4.2,4.2,3.6,9.5,5.7,8.6,Onsite,High
52,Male,Product Manager,10.8,2,5.8,6.2,1.8,5.0,26.5,9.9,Remote,High
36,Male,Finance Analyst,7.9,2,8.6,10.0,1.0,0.0,9.7,10.0,Onsite,Low
22,Male,Sales Executive,7.1,3,8.2,10.0,1.0,0.0,0.5,10.0,Hybrid,Low
59,Male,Data Analyst,8.5,4,7.7,10.0,1.0,0.9,34.1,9.4,Hybrid,Low
40,Female,Software Engineer,8.2,4,8.4,9.5,1.6,0.0,15.0,10.0,Onsite,Low
59,Male,Customer Support,7.2,5,8.5,8.2,2.6,0.1,30.9,10.0,Remote,Low
59,Male,Marketing Executive,9.3,2,7.4,7.5,2.4,5.1,19.7,9.5,Hybrid,Low
39,Male,Finance Analyst,8.5,1,7.3,9.3,1.0,2.5,10.2,10.0,Onsite,Low
57,Male,Software Engineer,8.3,3,7.6,9.1,1.0,2.5,17.4,10.0,Onsite,Low
55,Male,HR Specialist,6.9,2,9.1,10.0,1.0,0.0,24.9,9.9,Onsite,Low
35,Female,Customer Support,6.1,3,7.7,10.0,2.0,0.0,3.0,9.7,Hybrid,Low
36,Female,Operations Manager,11.3,1,6.1,4.0,3.9,10.1,5.8,7.0,Onsite,High
45,Female,Marketing Executive,7.7,3,6.9,9.8,1.0,0.0,7.8,10.0,Remote,Medium
22,Female,Product Manager,9.5,2,6.4,6.8,1.0,3.9,0.8,9.4,Onsite,Medium
21,Male,Software Engineer,10.4,3,7.2,8.0,2.4,3.6,0.0,10.0,Remote,Low
57,Female,Designer,5.7,3,7.7,10.0,1.0,0.0,24.7,9.5,Remote,Low
30,Female,Customer Support,11.2,4,7.0,7.0,3.9,6.5,6.0,8.2,Remote,Medium
52,Male,HR Specialist,9.8,5,7.3,8.3,5.2,2.7,13.8,9.5,Remote,Low
32,Male,Marketing Executive,7.1,2,9.0,10.0,1.0,0.0,6.8,10.0,Onsite,Low
31,Female,Customer Support,11.0,4,6.9,6.3,1.0,4.9,6.8,10.0,Onsite,Medium
50,Male,Product Manager,5.4,5,7.3,10.0,1.0,0.0,17.5,10.0,Hybrid,Low
25,Male,Operations Manager,8.0,2,7.7,10.0,1.0,0.1,2.0,10.0,Onsite,Low
48,Male,Product Manager,7.4,1,4.8,9.1,1.5,1.2,8.0,10.0,Remote,Low
34,Male,Data Analyst,9.4,4,7.0,9.0,3.1,3.9,9.0,10.0,Remote,Medium
40,Female,HR Specialist,8.4,4,9.5,10.0,1.0,0.0,5.3,8.0,Remote,Low
54,Female,Marketing Executive,8.9,5,8.3,10.0,2.9,1.8,27.7,10.0,Hybrid,Low
28,Male,Operations Manager,8.7,3,7.8,9.0,1.2,0.7,4.9,7.9,Onsite,Low
44,Male,Software Engineer,5.9,4,8.3,10.0,1.5,0.0,10.0,10.0,Onsite,Low
46,Male,Marketing Executive,10.4,2,7.2,7.8,1.0,2.2,5.0,10.0,Remote,Medium
43,Male,Designer,4.0,3,6.7,7.2,1.1,0.0,7.4,8.9,Remote,Medium
35,Other,Data Analyst,7.1,6,7.7,10.0,3.5,0.0,12.1,9.3,Onsite,Medium
31,Male,Operations Manager,8.9,7,8.2,9.2,1.1,1.3,8.7,,Hybrid,Low
55,Male,Software Engineer,11.2,2,6.2,5.5,4.1,5.8,15.7,7.9,Onsite,High
22,Female,Product Manager,10.9,3,6.2,5.2,4.6,10.2,0.7,5.6,Remote,High
55,Other,Product Manager,8.5,2,6.1,9.9,1.0,2.7,9.3,10.0,Remote,Medium
49,Female,Software Engineer,11.8,6,4.8,3.8,10.0,12.7,8.3,4.6,Onsite,High
40,Male,Finance Analyst,8.7,3,5.5,8.8,1.9,5.0,13.8,8.9,Onsite,Medium
31,Female,Finance Analyst,7.9,2,8.1,9.4,1.3,1.0,5.0,9.2,Onsite,Low
39,Female,Finance Analyst,7.5,1,9.2,10.0,1.0,0.0,14.6,9.5,Hybrid,Low
53,Male,Data Analyst,7.7,1,7.8,9.6,1.4,0.0,22.1,10.0,Onsite,Medium
24,Other,Sales Executive,12.0,3,5.3,3.7,6.5,9.7,1.8,5.3,Remote,High
30,Male,HR Specialist,8.1,2,9.1,10.0,2.4,0.0,4.4,10.0,Hybrid,Low
40,Female,Customer Support,11.4,3,5.5,4.6,5.0,8.1,9.3,7.8,Remote,High
25,Female,Data Analyst,10.6,2,7.3,6.7,1.0,4.6,1.4,10.0,Onsite,Low
59,Male,Sales Executive,5.5,4,9.3,9.2,1.0,0.0,9.1,9.1,Onsite,Low
49,Other,Marketing Executive,8.2,4,,9.1,1.0,0.7,23.5,10.0,Remote,Low
53,Male,Sales Executive,7.1,6,7.1,9.8,3.2,0.0,22.7,9.3,Hybrid,Medium
33,Male,Marketing Executive,8.1,8,9.1,10.0,1.2,0.9,3.0,10.0,Onsite,Low
57,Female,Product Manager,7.4,2,6.7,10.0,1.1,1.3,30.1,10.0,Remote,Low
43,Male,Data Analyst,9.6,6,8.3,8.2,1.3,0.2,12.2,9.5,Onsite,Low
59,Male,Sales Executive,10.0,4,6.1,4.3,4.0,4.0,26.3,6.6,Onsite,High
44,Male,Sales Executive,7.8,3,8.8,10.0,1.0,0.0,18.5,7.5,Onsite,Low
38,Male,Software Engineer,7.5,2,8.5,9.8,1.0,1.9,13.4,9.9,Hybrid,Low
57,Male,Operations Manager,5.5,2,8.8,10.0,1.0,0.0,25.3,10.0,Remote,Low
31,Male,Customer Support,10.7,5,7.1,6.7,3.6,5.2,3.9,9.6,Onsite,Medium
51,Other,HR Specialist,11.0,5,7.0,6.5,4.5,4.1,24.5,7.9,Onsite,Medium
56,Male,Customer Support,8.6,4,6.9,9.2,3.1,0.0,8.6,9.0,Remote,Medium
25,Female,Product Manager,8.6,5,7.4,10.0,1.1,2.1,3.5,10.0,Onsite,Low
40,Female,Product Manager,7.6,5,6.6,9.0,3.6,1.8,14.2,8.7,Remote,Medium
56,Female,Designer,10.3,4,6.3,6.4,2.4,5.8,29.2,8.9,Onsite,High
36,Female,Marketing Executive,11.7,1,6.0,5.8,2.6,7.6,5.5,8.1,Hybrid,High
54,Male,Software Engineer,8.8,1,9.0,10.0,1.0,0.0,15.9,10.0,Hybrid,Low
36,Female,Customer Support,11.5,2,5.9,7.7,1.0,6.9,10.1,9.9,Hybrid,Medium
52,Female,Sales Executive,7.9,2,8.9,10.0,1.0,0.7,14.2,,Onsite,Low
53,Female,Designer,12.2,2,5.6,3.3,5.4,13.6,13.9,5.8,Onsite,High
44,Other,Operations Manager,5.4,4,7.4,10.0,2.0,0.0,6.6,9.4,Hybrid,Medium
25,Male,Sales Executive,8.4,8,8.9,8.0,3.7,0.5,2.0,9.9,Hybrid,Low
24,Male,Customer Support,8.9,2,6.9,8.2,1.0,3.3,0.9,10.0,Onsite,Medium
21,Male,HR Specialist,7.8,2,9.3,9.3,1.0,0.0,0.0,9.8,Hybrid,Low
52,Male,Sales Executive,9.2,2,6.9,10.0,1.0,0.0,14.4,10.0,Hybrid,Low
25,Female,Designer,8.6,4,7.5,10.0,3.1,1.0,2.1,8.9,Onsite,Medium
49,Female,Operations Manager,8.7,4,7.8,10.0,1.0,2.6,10.8,10.0,Hybrid,Low
53,Female,Marketing Executive,5.9,4,7.9,10.0,1.0,0.0,28.1,10.0,Remote,Low
56,Male,Finance Analyst,8.1,8,9.4,10.0,2.2,0.0,24.9,10.0,Onsite,Low
32,Male,Marketing Executive,6.1,1,7.8,10.0,1.0,0.0,2.9,8.6,Remote,Low
34,Male,Customer Support,7.2,1,7.0,10.0,1.0,0.0,5.3,10.0,Remote,Low
30,Female,Designer,7.7,4,8.2,9.6,1.0,0.1,7.9,10.0,Onsite,Low
28,Female,Sales Executive,8.9,1,8.1,10.0,3.5,1.2,3.5,10.0,Onsite,Low
26,Male,Operations Manager,7.7,1,8.5,9.3,1.0,0.0,2.1,10.0,Hybrid,Low
30,Male,Marketing Executive,10.0,1,6.0,6.3,3.5,8.0,7.7,7.4,Remote,High
51,Female,HR Specialist,8.1,2,7.2,10.0,1.0,1.0,14.5,8.9,Onsite,Low
41,Female,Designer,6.7,2,9.5,8.8,1.0,0.0,4.0,9.4,Onsite,Medium
52,Other,Operations Manager,6.5,4,7.7,10.0,1.0,0.0,24.9,9.7,Hybrid,Low
58,Female,Data Analyst,11.1,6,6.4,7.2,3.5,5.6,18.5,9.1,Onsite,Medium
26,Female,Sales Executive,9.9,4,6.8,4.8,2.5,3.9,3.8,8.4,Hybrid,High
22,Male,Software Engineer,9.4,1,6.8,5.5,1.9,3.3,0.5,9.7,Hybrid,Low
24,Female,HR Specialist,11.7,2,5.8,4.3,5.0,9.9,2.6,6.3,Remote,High
59,Male,Designer,10.1,4,6.0,6.7,5.5,7.3,16.1,8.2,Hybrid,High
49,Male,HR Specialist,11.4,3,4.7,4.2,6.8,10.0,6.3,5.1,Onsite,High
45,Male,Finance Analyst,7.1,5,8.7,9.9,1.7,0.0,14.0,8.4,Remote,Medium
36,Female,Software Engineer,10.0,5,5.8,5.9,4.1,6.4,13.0,8.6,Remote,Medium
55,Male,Data Analyst,9.8,1,8.5,7.4,1.0,3.0,13.0,10.0,Hybrid,Low
49,Female,Designer,9.5,2,7.5,6.4,3.6,5.5,5.6,8.4,Remote,Medium
53,Female,Customer Support,7.4,2,7.0,9.8,1.0,0.0,25.1,10.0,Onsite,Low
29,Male,Finance Analyst,8.8,3,8.9,8.2,1.0,2.1,2.8,10.0,Remote,Low
41,Female,Designer,8.9,1,9.5,8.4,1.0,1.6,14.3,10.0,Remote,Low
41,Female,Product Manager,8.0,2,7.6,8.3,1.0,0.6,17.6,9.9,Remote,Medium
32,Male,Finance Analyst,11.4,1,4.4,3.3,4.4,13.0,4.4,4.8,Onsite,High
32,Female,Finance Analyst,8.5,3,8.0,9.1,1.0,1.6,9.8,10.0,Onsite,Low
24,Male,HR Specialist,9.8,4,8.1,10.0,1.0,1.1,2.3,9.4,Remote,Low
56,Male,Customer Support,6.0,4,8.0,10.0,1.0,0.0,11.3,10.0,Remote,Low
27,Male,Operations Manager,8.7,2,8.3,7.0,2.2,2.7,1.7,7.9,Onsite,Medium
38,Male,Finance Analyst,5.8,1,9.5,9.3,1.0,0.0,11.2,10.0,Hybrid,Low
40,Male,Finance Analyst,9.1,3,6.6,6.9,2.6,2.9,16.1,7.7,Remote,Medium
41,Female,Product Manager,6.8,5,8.7,9.9,1.0,0.0,13.2,9.2,Remote,Low
54,Male,Marketing Executive,7.4,4,6.9,9.4,1.0,0.0,11.9,10.0,Hybrid,Low
34,Female,Product Manager,9.7,3,7.4,5.7,2.4,6.1,9.1,7.0,Onsite,High
40,Female,Software Engineer,8.1,3,7.5,10.0,1.2,0.5,12.5,8.8,Onsite,Low
53,Male,HR Specialist,9.2,7,6.9,8.1,4.0,4.6,10.4,8.1,Onsite,Medium
35,Female,Product Manager,9.8,2,8.5,7.5,1.1,5.0,8.5,10.0,Remote,Low
57,Female,Operations Manager,10.4,1,7.5,4.9,3.2,6.1,25.6,9.0,Hybrid,Medium
41,Female,Product Manager,8.1,3,,8.2,1.0,0.0,6.0,8.7,Remote,Low
30,Male,Marketing Executive,9.2,8,6.1,7.7,5.8,6.9,1.8,9.4,Remote,High
39,Female,Finance Analyst,10.6,3,5.4,3.3,5.9,10.5,10.6,7.4,Remote,High
35,Other,Marketing Executive,9.5,4,6.3,7.3,4.1,4.2,8.3,8.2,Onsite,Medium
36,Female,Finance Analyst,10.4,5,7.3,5.2,3.9,7.3,7.1,9.1,Remote,High
22,Male,Sales Executive,10.3,2,7.6,10.0,2.8,2.3,0.5,9.5,Remote,Low
52,Male,Sales Executive,8.9,4,7.0,8.0,3.6,4.9,19.2,8.4,Remote,High
27,Male,Operations Manager,9.3,2,7.0,6.0,2.7,7.2,4.8,8.5,Onsite,Medium
42,Female,Finance Analyst,9.5,2,6.5,7.8,2.4,3.7,15.7,8.5,Remote,Medium
59,Female,Product Manager,8.9,5,6.1,8.4,3.4,3.9,29.9,8.2,Onsite,Low
30,Female,Sales Executive,10.5,3,6.7,6.9,3.1,6.3,2.6,8.7,Hybrid,Medium
30,Female,Software Engineer,7.5,5,9.1,9.7,1.6,0.0,4.9,9.1,Hybrid,Low
25,Male,Operations Manager,5.1,1,6.5,9.0,1.0,0.0,0.8,8.4,Remote,Medium
50,Male,Finance Analyst,6.9,7,7.4,8.4,3.8,0.0,18.0,9.8,Onsite,Low
26,Female,Product Manager,11.1,3,4.8,3.1,6.4,8.8,3.1,6.9,Hybrid,High
45,Male,HR Specialist,9.1,5,6.9,9.0,3.9,3.4,18.3,8.1,Onsite,Medium
37,Male,Customer Support,8.7,3,7.2,9.6,1.7,3.8,7.4,10.0,Hybrid,Low
47,Female,Customer Support,12.1,3,6.1,3.3,5.9,11.9,10.0,5.8,Onsite,High
51,Female,Designer,10.8,3,3.3,6.8,6.6,9.2,20.7,6.8,Onsite,High
44,Male,Operations Manager,8.3,4,7.4,10.0,1.0,0.0,5.2,10.0,Hybrid,Low
38,Male,Designer,8.7,1,7.1,8.7,1.0,3.9,8.1,8.8,Hybrid,Low
42,Male,Product Manager,8.1,3,8.5,10.0,1.0,0.2,8.0,10.0,Onsite,Low
42,Female,Designer,7.1,1,6.0,10.0,1.0,0.0,4.6,9.0,Onsite,Low
48,Female,Data Analyst,8.5,3,6.8,5.9,1.1,1.8,23.9,7.2,Hybrid,Medium
38,Female,Finance Analyst,9.9,5,7.3,7.3,3.2,5.6,5.7,9.0,Hybrid,Medium
54,Female,HR Specialist,5.5,1,7.7,9.6,1.0,0.0,13.9,8.5,Hybrid,Low
37,Female,Operations Manager,8.8,3,7.6,10.0,2.5,0.3,3.9,9.7,Hybrid,Low
27,Male,Product Manager,7.3,4,8.3,9.4,1.0,0.0,4.9,10.0,Remote,Low
23,Male,Product Manager,8.2,3,7.0,10.0,1.0,0.0,0.8,10.0,Onsite,Low
31,Male,Software Engineer,7.8,3,8.2,10.0,1.7,0.0,8.5,10.0,Onsite,Low
27,Female,Finance Analyst,10.8,3,4.9,4.9,4.3,7.4,5.4,8.0,Onsite,High
28,Male,Designer,8.8,1,6.8,7.3,1.0,3.1,4.5,9.5,Remote,Medium
26,Other,Finance Analyst,6.6,1,9.5,9.5,1.0,0.0,4.1,9.4,Onsite,Low
55,Female,HR Specialist,9.8,3,7.4,7.2,2.0,5.1,7.9,9.5,Remote,Medium
48,Male,Customer Support,9.3,5,5.3,7.5,2.9,5.4,20.7,10.0,Remote,High
23,Female,Software Engineer,6.6,2,8.8,10.0,1.0,0.0,1.4,10.0,Hybrid,Low
50,Male,Finance Analyst,10.4,3,5.8,7.3,2.6,5.4,24.1,7.5,Remote,Medium
54,Male,Customer Support,8.5,2,6.4,9.1,1.0,1.1,11.5,9.4,Remote,Low
47,Female,Customer Support,8.1,3,7.6,10.0,1.0,1.0,18.5,8.4,Hybrid,Low
21,Male,Operations Manager,4.8,2,8.6,10.0,1.0,0.0,0.0,9.3,Onsite,Low
50,Male,Software Engineer,4.9,2,6.9,9.6,1.2,0.0,14.6,9.5,Remote,Low
30,Female,Product Manager,9.4,5,5.4,8.1,2.4,3.4,4.4,8.8,Remote,Medium
